"date","geography","geography code","Population: All usual residents aged 16 to 74; measures: Value"
"2011","E00070652","E00070652",157
"2011","E00070657","E00070657",48
"2011","E00070658","E00070658",61
"2011","E00070659","E00070659",102
"2011","E00070660","E00070660",61
"2011","E00070943","E00070943",51
"2011","E00070949","E00070949",124
"2011","E00070950","E00070950",92
"2011","E00070951","E00070951",82
"2011","E00070955","E00070955",176
"2011","E00070956","E00070956",62
"2011","E00070944","E00070944",140
"2011","E00070945","E00070945",88
"2011","E00070946","E00070946",94
"2011","E00070947","E00070947",52
"2011","E00070948","E00070948",52
"2011","E00070952","E00070952",60
"2011","E00070953","E00070953",32
"2011","E00070954","E00070954",53
"2011","E00071184","E00071184",44
"2011","E00071185","E00071185",144
"2011","E00071190","E00071190",34
"2011","E00071191","E00071191",109
"2011","E00071194","E00071194",75
"2011","E00070899","E00070899",43
"2011","E00070900","E00070900",23
"2011","E00070901","E00070901",70
"2011","E00070902","E00070902",13
"2011","E00070904","E00070904",20
"2011","E00070905","E00070905",34
"2011","E00070894","E00070894",12
"2011","E00070895","E00070895",79
"2011","E00070896","E00070896",44
"2011","E00070897","E00070897",56
"2011","E00070898","E00070898",83
"2011","E00070903","E00070903",48
"2011","E00070906","E00070906",22
"2011","E00070908","E00070908",26
"2011","E00070911","E00070911",23
"2011","E00070907","E00070907",40
"2011","E00070909","E00070909",27
"2011","E00070910","E00070910",22
"2011","E00070912","E00070912",39
"2011","E00070913","E00070913",15
"2011","E00070915","E00070915",524
"2011","E00070920","E00070920",41
"2011","E00070925","E00070925",502
"2011","E00070926","E00070926",775
"2011","E00070918","E00070918",396
"2011","E00070919","E00070919",34
"2011","E00070921","E00070921",58
"2011","E00070927","E00070927",113
"2011","E00070931","E00070931",35
"2011","E00070916","E00070916",138
"2011","E00070922","E00070922",21
"2011","E00070923","E00070923",144
"2011","E00070924","E00070924",86
"2011","E00070929","E00070929",154
"2011","E00070914","E00070914",353
"2011","E00070917","E00070917",170
"2011","E00070928","E00070928",248
"2011","E00070930","E00070930",1242
"2011","E00070932","E00070932",270
"2011","E00070653","E00070653",89
"2011","E00070654","E00070654",184
"2011","E00070656","E00070656",119
"2011","E00168508","E00168508",224
"2011","E00168510","E00168510",59
"2011","E00168511","E00168511",146
"2011","E00070755","E00070755",90
"2011","E00070756","E00070756",214
"2011","E00070757","E00070757",35
"2011","E00070759","E00070759",57
"2011","E00070760","E00070760",96
"2011","E00070761","E00070761",56
"2011","E00070807","E00070807",78
"2011","E00070808","E00070808",480
"2011","E00070809","E00070809",89
"2011","E00070811","E00070811",97
"2011","E00070812","E00070812",51
"2011","E00070803","E00070803",78
"2011","E00070804","E00070804",132
"2011","E00070805","E00070805",24
"2011","E00070806","E00070806",59
"2011","E00070810","E00070810",215
"2011","E00070971","E00070971",432
"2011","E00070972","E00070972",81
"2011","E00070973","E00070973",78
"2011","E00070975","E00070975",261
"2011","E00070976","E00070976",60
"2011","E00070977","E00070977",61
"2011","E00071186","E00071186",91
"2011","E00071187","E00071187",45
"2011","E00071188","E00071188",151
"2011","E00071189","E00071189",109
"2011","E00071192","E00071192",60
"2011","E00071193","E00071193",68
"2011","E00070661","E00070661",97
"2011","E00070663","E00070663",49
"2011","E00070665","E00070665",97
"2011","E00070668","E00070668",65
"2011","E00070669","E00070669",116
"2011","E00070670","E00070670",36
"2011","E00070664","E00070664",168
"2011","E00070666","E00070666",38
"2011","E00070667","E00070667",29
"2011","E00070671","E00070671",60
"2011","E00168514","E00168514",168
"2011","E00070673","E00070673",53
"2011","E00070682","E00070682",20
"2011","E00070683","E00070683",2
"2011","E00070688","E00070688",135
"2011","E00070689","E00070689",68
