"date","geography","geography code","Population: All usual residents aged 16 to 74; measures: Value"
"2011","E00065212","E00065212",36
"2011","E00065213","E00065213",72
"2011","E00065214","E00065214",21
"2011","E00065215","E00065215",114
"2011","E00065216","E00065216",101
"2011","E00065218","E00065218",204
"2011","E00065235","E00065235",55
"2011","E00065236","E00065236",209
"2011","E00065239","E00065239",17
"2011","E00065242","E00065242",26
"2011","E00065270","E00065270",123
"2011","E00065274","E00065274",9
"2011","E00065276","E00065276",13
"2011","E00065287","E00065287",6
"2011","E00174850","E00174850",24
"2011","E00175335","E00175335",16
"2011","E00175336","E00175336",24
"2011","E00175337","E00175337",22
"2011","E00175367","E00175367",32
"2011","E00065257","E00065257",25
"2011","E00065269","E00065269",14
"2011","E00065271","E00065271",68
"2011","E00065273","E00065273",17
"2011","E00175363","E00175363",24
"2011","E00175365","E00175365",27
"2011","E00175369","E00175369",16
"2011","E00065259","E00065259",30
"2011","E00065275","E00065275",8
"2011","E00065278","E00065278",73
"2011","E00065282","E00065282",45
"2011","E00065285","E00065285",50
"2011","E00065290","E00065290",12
"2011","E00065280","E00065280",30
"2011","E00065283","E00065283",9
"2011","E00065284","E00065284",26
"2011","E00065286","E00065286",22
"2011","E00065289","E00065289",21
"2011","E00065292","E00065292",11
"2011","E00065228","E00065228",196
"2011","E00065231","E00065231",21
"2011","E00065233","E00065233",38
"2011","E00065244","E00065244",73
"2011","E00175340","E00175340",146
"2011","E00175341","E00175341",24
"2011","E00065217","E00065217",26
"2011","E00065220","E00065220",33
"2011","E00065227","E00065227",74
"2011","E00065240","E00065240",41
"2011","E00065243","E00065243",17
"2011","E00065262","E00065262",220
"2011","E00065266","E00065266",20
"2011","E00065281","E00065281",86
"2011","E00065293","E00065293",12
"2011","E00065294","E00065294",23
"2011","E00065249","E00065249",37
"2011","E00065250","E00065250",24
"2011","E00065251","E00065251",49
"2011","E00065252","E00065252",24
"2011","E00065253","E00065253",23
"2011","E00065254","E00065254",127
"2011","E00065255","E00065255",61
"2011","E00065256","E00065256",90
"2011","E00065260","E00065260",21
"2011","E00065272","E00065272",126
"2011","E00065277","E00065277",13
"2011","E00065279","E00065279",6
"2011","E00065288","E00065288",77
"2011","E00065291","E00065291",29
"2011","E00065219","E00065219",16
"2011","E00065230","E00065230",18
"2011","E00065237","E00065237",22
"2011","E00065238","E00065238",61
"2011","E00065247","E00065247",21
"2011","E00065248","E00065248",11
"2011","E00065221","E00065221",18
"2011","E00065222","E00065222",107
"2011","E00065226","E00065226",15
"2011","E00065241","E00065241",15
"2011","E00065245","E00065245",27
"2011","E00065246","E00065246",127
"2011","E00065224","E00065224",150
"2011","E00065225","E00065225",59
"2011","E00065229","E00065229",24
"2011","E00065232","E00065232",20
"2011","E00065234","E00065234",53
"2011","E00065295","E00065295",68
"2011","E00065306","E00065306",12
"2011","E00065310","E00065310",17
"2011","E00065313","E00065313",20
"2011","E00065323","E00065323",74
"2011","E00065341","E00065341",19
"2011","E00065301","E00065301",56
"2011","E00065328","E00065328",617
"2011","E00065343","E00065343",18
"2011","E00065344","E00065344",198
"2011","E00065345","E00065345",11
"2011","E00065263","E00065263",49
"2011","E00065264","E00065264",133
"2011","E00065265","E00065265",33
"2011","E00065267","E00065267",63
"2011","E00065268","E00065268",295
"2011","E00065298","E00065298",373
"2011","E00065331","E00065331",39
"2011","E00065334","E00065334",229
"2011","E00065336","E00065336",122
"2011","E00065339","E00065339",212
"2011","E00065297","E00065297",505
"2011","E00065305","E00065305",194
"2011","E00065327","E00065327",35
"2011","E00065330","E00065330",97
"2011","E00065332","E00065332",53
"2011","E00065296","E00065296",54
"2011","E00065325","E00065325",68
"2011","E00065326","E00065326",23
"2011","E00065329","E00065329",108
"2011","E00065333","E00065333",63
"2011","E00065335","E00065335",40
"2011","E00065337","E00065337",24
"2011","E00065338","E00065338",138
"2011","E00065340","E00065340",149
"2011","E00065342","E00065342",328
"2011","E00065299","E00065299",42
"2011","E00065307","E00065307",43
"2011","E00065308","E00065308",63
"2011","E00065311","E00065311",718
"2011","E00065316","E00065316",51
"2011","E00065300","E00065300",312
"2011","E00065302","E00065302",26
"2011","E00065303","E00065303",928
"2011","E00065304","E00065304",338
"2011","E00065315","E00065315",166
"2011","E00065312","E00065312",41
"2011","E00065314","E00065314",40
"2011","E00065318","E00065318",89
"2011","E00065321","E00065321",217
"2011","E00065322","E00065322",72
"2011","E00065309","E00065309",118
"2011","E00065317","E00065317",35
"2011","E00065319","E00065319",102
"2011","E00065320","E00065320",39
"2011","E00065324","E00065324",36
"2011","E00065511","E00065511",110
"2011","E00065538","E00065538",93
"2011","E00065542","E00065542",81
"2011","E00065545","E00065545",79
"2011","E00065523","E00065523",81
"2011","E00065524","E00065524",70
"2011","E00065525","E00065525",68
"2011","E00065526","E00065526",41
"2011","E00065527","E00065527",113
"2011","E00065500","E00065500",68
"2011","E00065509","E00065509",53
"2011","E00065510","E00065510",124
"2011","E00065512","E00065512",1707
"2011","E00065514","E00065514",76
"2011","E00065455","E00065455",32
"2011","E00065462","E00065462",14
"2011","E00065475","E00065475",55
"2011","E00065493","E00065493",24
