"origin","destination","start_time","end_time","distance_km","duration_mins","walk_time_mins","transit_time_mins","waiting_time_mins","transfers","journey_details"
"E00023597","E00016705","07:37:00","09:05:00",25.28,88,0,60,28,3,"[{""startTime"":""07:37:00"",""endTime"":""07:42:00"",""distance"":2806.01,""name"":""Queens_Park..London."",""from_lat"":51.534,""from_lon"":-0.205,""to_lat"":51.5325,""to_lon"":-0.2446,""mode"":""RAIL"",""agencyName"":""London Overground"",""routeShortName"":""LO:EUS->WFJ"",""duration"":5,""_row"":""Queens_Park..London.""},{""startTime"":""07:47:00"",""endTime"":""08:16:00"",""distance"":12338.84,""name"":""Willesden_Junction"",""from_lat"":51.5325,""from_lon"":-0.2446,""to_lat"":51.5487,""to_lon"":-0.0922,""mode"":""RAIL"",""agencyName"":""London Overground"",""routeShortName"":""LO:CLJ->SRA"",""duration"":29,""_row"":""Willesden_Junction""},{""startTime"":""08:27:00"",""endTime"":""08:48:00"",""distance"":7988.23,""name"":""Canonbury"",""from_lat"":51.5487,""from_lon"":-0.0922,""to_lat"":51.4932,""to_lon"":-0.0475,""mode"":""RAIL"",""agencyName"":""London Overground"",""routeShortName"":""LO:HHY->CYP"",""duration"":21,""_row"":""Canonbury""},{""startTime"":""09:00:00"",""endTime"":""09:05:00"",""distance"":2146.27,""name"":""Surrey_Quays"",""from_lat"":51.4932,""from_lon"":-0.0475,""to_lat"":51.4763,""to_lon"":-0.0324,""mode"":""RAIL"",""agencyName"":""London Overground"",""routeShortName"":""LO:DLJ->NWX"",""duration"":5,""_row"":""Surrey_Quays""}]"
"E00023597","E00032715","07:39:00","11:09:00",312.41,210,0,166,44,3,"[{""startTime"":""07:39:00"",""endTime"":""07:52:00"",""distance"":5430.82,""name"":""Queens_Park..London."",""from_lat"":51.534,""from_lon"":-0.205,""to_lat"":51.5281,""to_lon"":-0.1339,""mode"":""RAIL"",""agencyName"":""London Overground"",""routeShortName"":""LO:WFJ->EUS"",""duration"":13,""_row"":""Queens_Park..London.""},{""startTime"":""08:07:00"",""endTime"":""10:19:00"",""distance"":294781.61,""name"":""London_Euston"",""from_lat"":51.5281,""from_lon"":-0.1339,""to_lat"":53.4073,""to_lon"":-2.9777,""mode"":""RAIL"",""agencyName"":""Virgin Trains"",""routeShortName"":""VT:EUS->LIV"",""duration"":132,""_row"":""London_Euston""},{""startTime"":""10:33:00"",""endTime"":""10:35:00"",""distance"":316.1,""name"":""Liverpool_Lime.Street"",""from_lat"":53.4073,""from_lon"":-2.9777,""to_lat"":53.4046,""to_lon"":-2.9792,""mode"":""RAIL"",""agencyName"":""Merseyrail"",""routeShortName"":""ME:NBN->NBN"",""duration"":2,""_row"":""Liverpool_Lime.Street""},{""startTime"":""10:50:00"",""endTime"":""11:09:00"",""distance"":11880.82,""name"":""Liverpool_Central"",""from_lat"":53.4046,""from_lon"":-2.9792,""to_lat"":53.4862,""to_lon"":-2.9028,""mode"":""RAIL"",""agencyName"":""Merseyrail"",""routeShortName"":""ME:LVC->KIR"",""duration"":19,""_row"":""Liverpool_Central""}]"
"E00023597","E00061379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00023597","E00116242",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00023597","W00010265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00064726","E00016705",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00064726","E00032715",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00064726","E00061379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00064726","E00116242",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00064726","W00010265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00150694","E00016705",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00150694","E00032715","07:43:28","11:24:00",100.91,220.53,11.1,159,50.43,4,"[{""startTime"":""07:43:28"",""endTime"":""07:45:59"",""distance"":209.63,""name"":""Origin"",""from_lat"":53.004,""from_lon"":-2.3404,""to_lat"":53.0051,""to_lon"":-2.3397,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":2.52,""_row"":""Origin""},{""startTime"":""07:46:00"",""endTime"":""08:57:00"",""distance"":23708.34,""name"":""Holm_Oak.Drive..Opp...New.Road..Madeley"",""from_lat"":53.0051,""from_lon"":-2.3397,""to_lat"":53.0687,""to_lon"":-2.5201,""mode"":""BUS"",""agencyName"":""D&G Bus"",""routeShortName"":""85"",""duration"":71,""_row"":""Holm_Oak.Drive..Opp...New.Road..Madeley""},{""startTime"":""08:57:00"",""endTime"":""09:05:35"",""distance"":769.24,""name"":""Bus_Station..Stand.B...Beam.Street..Nantwich"",""from_lat"":53.0687,""from_lon"":-2.5201,""to_lat"":53.0636,""to_lon"":-2.519,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":8.58,""_row"":""Bus_Station..Stand.B...Beam.Street..Nantwich""},{""startTime"":""09:18:00"",""endTime"":""09:28:00"",""distance"":6433.17,""name"":""Nantwich"",""from_lat"":53.0636,""from_lon"":-2.519,""to_lat"":53.0896,""to_lon"":-2.433,""mode"":""RAIL"",""agencyName"":""Arriva Trains Wales"",""routeShortName"":""AW:CMN->MAN"",""duration"":10,""_row"":""Nantwich""},{""startTime"":""09:42:00"",""endTime"":""10:03:00"",""distance"":32079.57,""name"":""Crewe"",""from_lat"":53.0896,""from_lon"":-2.433,""to_lat"":53.1967,""to_lon"":-2.8796,""mode"":""RAIL"",""agencyName"":""Arriva Trains Wales"",""routeShortName"":""AW:CRE->CTR"",""duration"":21,""_row"":""Crewe""},{""startTime"":""10:15:00"",""endTime"":""10:56:00"",""distance"":26622.58,""name"":""Chester"",""from_lat"":53.1967,""from_lon"":-2.8796,""to_lat"":53.4086,""to_lon"":-2.9892,""mode"":""RAIL"",""agencyName"":""Merseyrail"",""routeShortName"":""ME:CTR->CTR"",""duration"":41,""_row"":""Chester""},{""startTime"":""11:08:00"",""endTime"":""11:24:00"",""distance"":11083.92,""name"":""Moorfields"",""from_lat"":53.4086,""from_lon"":-2.9892,""to_lat"":53.4862,""to_lon"":-2.9028,""mode"":""RAIL"",""agencyName"":""Merseyrail"",""routeShortName"":""ME:LVC->KIR"",""duration"":16,""_row"":""Moorfields""}]"
"E00150694","E00061379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00150694","E00116242",NA,NA,NA,NA,NA,NA,NA,NA,NA
"E00150694","W00010265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00118905","E00016705",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00118905","E00032715",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00118905","E00061379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00118905","E00116242",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00118905","W00010265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00119910","E00016705",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00119910","E00032715",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00119910","E00061379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00119910","E00116242",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S00119910","W00010265",NA,NA,NA,NA,NA,NA,NA,NA,NA
